Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.5249,0.4638,0.7642,0.6778,0.9194
1,0.5591,0.5092,0.756,0.7187,0.9474
2,0.568,0.5163,0.748,0.7415,0.9585
3,0.5866,0.5533,0.7458,0.7392,0.9645
4,0.5782,0.5261,0.7351,0.749,0.9674
5,0.5943,0.5632,0.7284,0.7425,0.9683
6,0.5741,0.5405,0.7254,0.7567,0.9704
7,0.5787,0.5583,0.7347,0.7564,0.9718
8,0.5978,0.5699,0.7004,0.7257,0.9728
9,0.5936,0.5768,0.7426,0.7656,0.9731
10,0.5968,0.5802,0.7364,0.7557,0.973
11,0.5961,0.577,0.7221,0.7441,0.9768
12,0.576,0.5617,0.7236,0.7476,0.9768
13,0.5916,0.5808,0.7331,0.7475,0.9757
14,0.5933,0.5695,0.7242,0.7381,0.9755
15,0.5991,0.5924,0.7577,0.7512,0.9775
16,0.5981,0.5817,0.7358,0.7531,0.9771
17,0.5934,0.5782,0.7359,0.7667,0.9779
18,0.5985,0.5823,0.7293,0.7455,0.9771
19,0.5845,0.566,0.7257,0.7426,0.9775
20,0.5907,0.5651,0.7274,0.7303,0.9787
21,0.5958,0.5819,0.7442,0.7456,0.9772
22,0.6062,0.5889,0.734,0.7531,0.9775
23,0.601,0.5847,0.7438,0.7512,0.9767
24,0.6098,0.5944,0.7539,0.7519,0.9784
25,0.6076,0.5835,0.7241,0.7376,0.9779
26,0.6178,0.6,0.7546,0.7602,0.9774
27,0.6036,0.584,0.7578,0.758,0.9776
28,0.6037,0.5855,0.7588,0.7492,0.98
29,0.6098,0.5915,0.7233,0.7327,0.9771
30,0.6108,0.5898,0.754,0.7623,0.9785
31,0.6065,0.5805,0.738,0.7523,0.9776
32,0.6068,0.5898,0.7494,0.7495,0.9781
33,0.6171,0.6009,0.7776,0.772,0.9779
34,0.6153,0.6038,0.7598,0.7556,0.979
35,0.614,0.5933,0.7545,0.7527,0.9786
36,0.6047,0.5848,0.7194,0.7269,0.979
37,0.6145,0.5959,0.746,0.7637,0.9777
38,0.6068,0.5828,0.7327,0.7473,0.9778
39,0.6066,0.5847,0.7479,0.7509,0.9789
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.98,at Epoch,28
