Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.2637,0.6208,0.2593,0.2779,0.9314
1,0.2644,0.6645,0.248,0.3223,0.9543
2,0.2653,0.6128,0.2272,0.3213,0.957
3,0.2681,0.5941,0.2273,0.3304,0.9561
4,0.2874,0.6143,0.2303,0.3344,0.9636
5,0.309,0.6016,0.2241,0.333,0.9625
6,0.2816,0.6005,0.2382,0.3319,0.9676
7,0.3119,0.6259,0.2489,0.3428,0.9686
8,0.2668,0.6033,0.2509,0.3357,0.9687
9,0.3247,0.6159,0.2499,0.3418,0.97
10,0.2629,0.6198,0.2555,0.3498,0.9702
11,0.3102,0.605,0.248,0.3496,0.9702
12,0.2998,0.6099,0.2547,0.3603,0.9696
13,0.2911,0.5853,0.2545,0.3547,0.9703
14,0.3307,0.621,0.2497,0.3524,0.9706
15,0.3596,0.6203,0.265,0.3794,0.9709
16,0.2812,0.5738,0.2534,0.3997,0.9698
17,0.3478,0.6259,0.2611,0.3968,0.972
18,0.3466,0.5382,0.2639,0.3707,0.9705
19,0.3495,0.6189,0.263,0.3835,0.9722
20,0.3192,0.5356,0.2615,0.4219,0.9678
21,0.3585,0.5577,0.2549,0.4139,0.9719
22,0.3208,0.5477,0.2605,0.4157,0.9712
23,0.353,0.546,0.265,0.432,0.9727
24,0.3574,0.5356,0.2533,0.417,0.9715
25,0.3433,0.6859,0.2592,0.4203,0.973
26,0.3535,0.5573,0.2677,0.4306,0.974
27,0.3375,0.5402,0.2653,0.4313,0.9708
28,0.343,0.6111,0.2613,0.4355,0.9728
29,0.3444,0.5406,0.256,0.4299,0.9719
30,0.3043,0.5186,0.2624,0.4376,0.969
31,0.3598,0.5443,0.2697,0.4417,0.9747
32,0.3632,0.5849,0.2684,0.4481,0.9737
33,0.3519,0.5951,0.2668,0.4213,0.9705
34,0.3712,0.6246,0.2662,0.4409,0.9736
35,0.3548,0.6149,0.268,0.444,0.9747
36,0.3703,0.56,0.2576,0.4385,0.9749
37,0.3548,0.5658,0.2664,0.4132,0.9765
38,0.3536,0.6257,0.2566,0.4304,0.9721
39,0.3609,0.5558,0.2629,0.4388,0.9755
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.9765,at Epoch,37
