Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.1774,0.6041,0.5101,0.5518,0.9586
1,0.1696,0.6486,0.4294,0.5493,0.967
2,0.2064,0.7027,0.4797,0.5347,0.9728
3,0.2112,0.6669,0.4917,0.5705,0.9708
4,0.217,0.7302,0.518,0.5947,0.9724
5,0.2364,0.7713,0.4978,0.5939,0.9737
6,0.2477,0.7592,0.4689,0.6047,0.9731
7,0.2623,0.7991,0.4977,0.5992,0.9744
8,0.2613,0.7788,0.5157,0.6194,0.9765
9,0.2536,0.7863,0.536,0.6295,0.9757
10,0.2544,0.7932,0.5101,0.6284,0.9765
11,0.2705,0.7917,0.544,0.6069,0.9771
12,0.2897,0.817,0.5205,0.5997,0.9776
13,0.2594,0.8024,0.503,0.6021,0.9755
14,0.3126,0.8054,0.4849,0.6352,0.9758
15,0.2882,0.8194,0.5243,0.6714,0.9759
16,0.2652,0.8172,0.5168,0.6293,0.9775
17,0.2757,0.8185,0.5325,0.6648,0.9787
18,0.2749,0.8131,0.4735,0.6277,0.9781
19,0.3041,0.8269,0.51,0.6552,0.978
20,0.2921,0.8157,0.499,0.6186,0.9771
21,0.3007,0.8068,0.4872,0.667,0.979
22,0.2764,0.7885,0.4998,0.642,0.9748
23,0.2888,0.8057,0.4877,0.6555,0.9778
24,0.2937,0.807,0.4987,0.6571,0.9764
25,0.3327,0.8229,0.5216,0.6469,0.9759
26,0.3216,0.7914,0.423,0.6482,0.9781
27,0.3392,0.811,0.4867,0.6551,0.973
28,0.3284,0.827,0.4785,0.6272,0.9784
29,0.3231,0.8127,0.5425,0.6532,0.9782
30,0.4194,0.8313,0.467,0.646,0.9752
31,0.3263,0.8122,0.4611,0.6607,0.9788
32,0.3054,0.8089,0.4702,0.6579,0.9794
33,0.3083,0.8033,0.4622,0.6336,0.9766
34,0.3147,0.8078,0.5051,0.6541,0.9782
35,0.3741,0.8248,0.4558,0.6391,0.9782
36,0.3257,0.8167,0.4687,0.6367,0.979
37,0.3353,0.8103,0.4571,0.6378,0.9775
38,0.3483,0.8118,0.5052,0.6391,0.9798
39,0.3338,0.7867,0.4415,0.6332,0.9767
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.9798,at Epoch,38
