Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.6053,0.1757,0.6904,0.5372,0.9385
1,0.5623,0.2259,0.7086,0.5778,0.9498
2,0.4758,0.2236,0.7095,0.6566,0.957
3,0.4402,0.2727,0.7265,0.6614,0.9657
4,0.4355,0.307,0.7222,0.6478,0.9654
5,0.4468,0.338,0.7213,0.6225,0.9677
6,0.5184,0.3332,0.6212,0.6291,0.9664
7,0.4676,0.3559,0.629,0.6761,0.9677
8,0.4561,0.3404,0.627,0.5782,0.969
9,0.4582,0.3361,0.6325,0.6227,0.9671
10,0.4387,0.3362,0.642,0.7017,0.9689
11,0.4659,0.3926,0.6338,0.6279,0.9706
12,0.4564,0.3944,0.6373,0.6333,0.9708
13,0.455,0.3833,0.6463,0.6387,0.9734
14,0.4625,0.3999,0.6324,0.5685,0.9697
15,0.4625,0.4072,0.639,0.6193,0.9729
16,0.4606,0.4039,0.6445,0.6416,0.9744
17,0.4569,0.402,0.645,0.6398,0.9727
18,0.4548,0.4067,0.6495,0.6429,0.9733
19,0.4643,0.423,0.6433,0.6385,0.9746
20,0.4584,0.417,0.6504,0.64,0.9743
21,0.4608,0.4234,0.6512,0.6337,0.9723
22,0.4639,0.4345,0.6461,0.6341,0.9738
23,0.4542,0.4279,0.6528,0.6444,0.9751
24,0.4646,0.4392,0.6436,0.6339,0.9738
25,0.4641,0.4423,0.6456,0.6345,0.9739
26,0.4629,0.4415,0.6465,0.6356,0.9748
27,0.4385,0.4139,0.6519,0.6433,0.9717
28,0.4644,0.4451,0.6542,0.6455,0.9746
29,0.4536,0.4345,0.6439,0.6332,0.9731
30,0.4633,0.4468,0.6445,0.5726,0.9747
31,0.4745,0.4593,0.6486,0.6353,0.9721
32,0.466,0.4505,0.6447,0.6332,0.9726
33,0.4609,0.4458,0.6539,0.6439,0.9759
34,0.4666,0.3643,0.6543,0.645,0.9743
35,0.4627,0.3597,0.6523,0.6432,0.9739
36,0.4476,0.3574,0.6401,0.6278,0.9696
37,0.4665,0.3772,0.6473,0.6379,0.976
38,0.4519,0.3485,0.6539,0.6451,0.972
39,0.4728,0.3714,0.6492,0.6401,0.9756
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.976,at Epoch,37
