Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.745,0.6082,0.5653,0.506,0.9212
1,0.7594,0.6564,0.593,0.5493,0.9466
2,0.7347,0.6596,0.6184,0.5901,0.9567
3,0.7268,0.6662,0.6082,0.572,0.9615
4,0.7608,0.6859,0.5788,0.5358,0.9659
5,0.7544,0.6521,0.5474,0.4944,0.9664
6,0.7428,0.663,0.5299,0.5089,0.9704
7,0.7715,0.6545,0.5421,0.5103,0.9711
8,0.7477,0.6562,0.5592,0.5367,0.9693
9,0.7959,0.6645,0.5615,0.5405,0.9714
10,0.8171,0.6911,0.5432,0.5096,0.9707
11,0.774,0.6481,0.5073,0.4717,0.9744
12,0.7987,0.6709,0.5497,0.5257,0.9742
13,0.7603,0.6461,0.5409,0.5151,0.9744
14,0.7859,0.6712,0.6041,0.5918,0.976
15,0.8013,0.6805,0.559,0.5355,0.9758
16,0.8146,0.6576,0.6,0.5869,0.9748
17,0.7896,0.6596,0.6198,0.5792,0.9749
18,0.8275,0.6817,0.5998,0.5682,0.9772
19,0.822,0.6643,0.5986,0.5677,0.9767
20,0.8225,0.6705,0.606,0.5646,0.976
21,0.82,0.6715,0.6096,0.5771,0.9768
22,0.8273,0.6825,0.5997,0.5516,0.9769
23,0.8474,0.6648,0.6038,0.5581,0.9738
24,0.8161,0.6495,0.6152,0.5772,0.9777
25,0.8012,0.6507,0.6221,0.5943,0.9782
26,0.823,0.6834,0.5961,0.5712,0.9781
27,0.8196,0.66,0.5524,0.5198,0.9755
28,0.8243,0.6528,0.626,0.5995,0.9792
29,0.8129,0.6659,0.6447,0.6302,0.9773
30,0.8008,0.6526,0.646,0.6236,0.9776
31,0.8069,0.6272,0.6568,0.6394,0.9786
32,0.8059,0.635,0.6335,0.6124,0.9777
33,0.8234,0.6508,0.6532,0.6384,0.9794
34,0.8181,0.6241,0.6518,0.6368,0.9771
35,0.7887,0.6051,0.6399,0.6146,0.977
36,0.813,0.6551,0.6294,0.6085,0.9767
37,0.7838,0.5997,0.6539,0.6363,0.9779
38,0.7951,0.6233,0.6747,0.6527,0.9777
39,0.8047,0.6183,0.6826,0.6612,0.9797
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.9797,at Epoch,39
