Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.1931,0.3354,0.2445,0.7266,0.9477
1,0.1973,0.39,0.4697,0.7286,0.9562
2,0.1965,0.4021,0.4849,0.7351,0.9608
3,0.2002,0.4278,0.4843,0.7425,0.966
4,0.1868,0.4104,0.4792,0.7344,0.9651
5,0.1918,0.4515,0.457,0.7457,0.9703
6,0.1987,0.4495,0.4596,0.7475,0.9705
7,0.1956,0.4516,0.4507,0.7463,0.9704
8,0.1876,0.4673,0.4406,0.7471,0.971
9,0.1895,0.4463,0.4428,0.7407,0.9709
10,0.191,0.4495,0.4348,0.7349,0.9729
11,0.1966,0.4794,0.4141,0.744,0.9729
12,0.1768,0.4747,0.4192,0.7464,0.9728
13,0.199,0.4564,0.4209,0.7437,0.9706
14,0.1967,0.4476,0.4336,0.7445,0.973
15,0.1971,0.4927,0.4299,0.7509,0.9768
16,0.1993,0.5287,0.4279,0.7396,0.9728
17,0.194,0.5118,0.4089,0.7385,0.9731
18,0.1974,0.5081,0.3934,0.74,0.9742
19,0.1962,0.4934,0.4194,0.7445,0.9743
20,0.1949,0.5104,0.4277,0.7455,0.9731
21,0.1936,0.5178,0.3957,0.7376,0.9738
22,0.1915,0.4911,0.4027,0.7341,0.9725
23,0.1984,0.5189,0.3956,0.7292,0.9756
24,0.1944,0.4915,0.3741,0.7189,0.9754
25,0.1958,0.5352,0.4044,0.7295,0.9736
26,0.1936,0.5278,0.4043,0.7082,0.9752
27,0.1892,0.5205,0.4084,0.7334,0.9738
28,0.1958,0.525,0.4027,0.7197,0.9755
29,0.1912,0.5085,0.3903,0.6936,0.9706
30,0.1985,0.5281,0.3649,0.6834,0.9753
31,0.1783,0.4914,0.3574,0.684,0.9723
32,0.1911,0.5224,0.3874,0.671,0.9748
33,0.1929,0.4794,0.3488,0.6736,0.976
34,0.1818,0.4859,0.3776,0.6677,0.9741
35,0.1831,0.5287,0.3598,0.6648,0.9755
36,0.1892,0.5012,0.346,0.6626,0.9746
37,0.1942,0.4794,0.3653,0.6643,0.9758
38,0.2178,0.4692,0.3562,0.6644,0.9739
39,0.1899,0.4922,0.3305,0.6655,0.974
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.9768,at Epoch,15
