Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.5964,0.5701,0.6192,0.6656,0.9279
1,0.6049,0.5861,0.604,0.7022,0.9492
2,0.5999,0.5749,0.6322,0.7164,0.9582
3,0.6353,0.5879,0.5814,0.697,0.9616
4,0.6331,0.6041,0.5719,0.6909,0.969
5,0.6445,0.6159,0.6194,0.7161,0.9666
6,0.6324,0.5979,0.6508,0.7519,0.9715
7,0.6189,0.5889,0.6046,0.7186,0.9718
8,0.6395,0.6076,0.6045,0.6881,0.9734
9,0.663,0.6198,0.5919,0.6737,0.9744
10,0.6447,0.6136,0.6722,0.7569,0.975
11,0.6581,0.6328,0.6712,0.7534,0.9764
12,0.6481,0.6327,0.604,0.7031,0.9771
13,0.6569,0.634,0.6491,0.7295,0.9778
14,0.6574,0.6292,0.6271,0.7313,0.9765
15,0.6842,0.6546,0.6111,0.6855,0.9775
16,0.6739,0.6496,0.6052,0.689,0.9775
17,0.6482,0.6447,0.5971,0.6814,0.9753
18,0.6654,0.6321,0.6722,0.7491,0.9761
19,0.6644,0.6421,0.6697,0.7593,0.9761
20,0.6563,0.6247,0.6727,0.7429,0.9764
21,0.6748,0.666,0.6619,0.7347,0.9778
22,0.6776,0.664,0.632,0.7148,0.979
23,0.6715,0.6472,0.6675,0.7419,0.9784
24,0.6686,0.6473,0.6333,0.7074,0.9782
25,0.7015,0.6703,0.648,0.7208,0.9793
26,0.689,0.6618,0.6358,0.7117,0.9775
27,0.6926,0.6754,0.6478,0.7207,0.9772
28,0.6928,0.6652,0.6336,0.7105,0.9768
29,0.6954,0.6842,0.586,0.6967,0.9786
30,0.7156,0.7082,0.6387,0.7284,0.9775
31,0.7155,0.725,0.6526,0.7267,0.9782
32,0.7147,0.7074,0.6495,0.7121,0.9784
33,0.7152,0.7186,0.6143,0.7008,0.978
34,0.7275,0.709,0.6357,0.6998,0.9778
35,0.7185,0.711,0.6362,0.706,0.9794
36,0.7238,0.7185,0.6268,0.7135,0.9791
37,0.7182,0.7046,0.6661,0.7352,0.9786
38,0.7278,0.7158,0.6504,0.7217,0.9779
39,0.7287,0.7355,0.6471,0.7261,0.9796
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.9796,at Epoch,39
