Epoch,NN1,NN1p,NN2,NN2p,Para
0,0.6436,0.67,0.2728,0.3005,0.9413
1,0.7269,0.8322,0.3528,0.3122,0.955
2,0.7482,0.8282,0.3586,0.3167,0.9626
3,0.7587,0.7701,0.3087,0.3106,0.9624
4,0.7745,0.8379,0.2963,0.3254,0.9655
5,0.7744,0.8792,0.2772,0.338,0.9646
6,0.7761,0.8568,0.2776,0.3297,0.9659
7,0.7801,0.8206,0.2801,0.3634,0.9663
8,0.7946,0.796,0.2755,0.3584,0.9651
9,0.8095,0.8048,0.281,0.4288,0.9699
10,0.8031,0.8022,0.2777,0.2785,0.9705
11,0.7954,0.7829,0.2841,0.3297,0.9698
12,0.8064,0.8013,0.2796,0.2856,0.9661
13,0.806,0.8029,0.2787,0.2777,0.9693
14,0.8011,0.8231,0.2782,0.3412,0.9721
15,0.8081,0.8015,0.284,0.2909,0.9721
16,0.8104,0.803,0.2825,0.2988,0.9723
17,0.7971,0.7929,0.2818,0.2725,0.9704
18,0.8135,0.8057,0.2822,0.2951,0.9702
19,0.8042,0.7899,0.2842,0.2857,0.9713
20,0.8083,0.788,0.2695,0.2773,0.9689
21,0.7937,0.7872,0.2749,0.2877,0.9683
22,0.8195,0.8075,0.2798,0.2811,0.9728
23,0.8147,0.8059,0.2827,0.2804,0.972
24,0.801,0.786,0.2834,0.2811,0.9716
25,0.8159,0.8056,0.2836,0.2836,0.972
26,0.8142,0.8009,0.2846,0.2856,0.9709
27,0.824,0.8113,0.2838,0.2804,0.9731
28,0.811,0.732,0.2761,0.2427,0.9687
29,0.8224,0.8121,0.2805,0.2845,0.9737
30,0.8048,0.7627,0.283,0.2788,0.9712
31,0.8155,0.7953,0.2829,0.2808,0.9737
32,0.8155,0.784,0.2824,0.2774,0.9737
33,0.8118,0.823,0.2808,0.2729,0.9718
34,0.8249,0.809,0.2867,0.2826,0.9727
35,0.8202,0.8074,0.2979,0.2925,0.9737
36,0.8122,0.794,0.283,0.2805,0.9721
37,0.8232,0.8091,0.338,0.3349,0.9752
38,0.8282,0.8166,0.3559,0.3523,0.9729
39,0.8219,0.8053,0.2986,0.3084,0.9732
max(NN1)=,0,at Epoch,0
max(NN2)=,0,at Epoch,0
max(Para)=,0.9752,at Epoch,37
